
type	O
II	O
Ca2	O
+-	O
dependent	O
lectin	O
displaying	O
mannose	B-Chemical
-	O
binding	O
specificity	O
","	O
exclusively	O
expressed	O
by	O
Langerhans	O
cells	O
(	O
LC	O
)","	O
and	O
named	O
Langerin	O
.	O
	
LC	O
are	O
uniquely	O
characterized	O
by	O
Birbeck	O
granules	O
(	O
BG	O
)","	O
which	O
are	O
organelles	O
consisting	O
of	O
superimposed	O
and	O
zippered	O
membranes	O
.	O
	
Here	O
","	O
we	O
have	O
shown	O
that	O
Langerin	O
is	O
constitutively	O
associated	O
with	O
BG	O
and	O
that	O
antibody	O
to	O
Langerin	O
is	O
internalized	O
into	O
these	O
structures	O
.	O
	
Remarkably	O
","	O
transfection	O
of	O
Langerin	O
cDNA	O
into	O
fibroblasts	O
created	O
a	O
compact	O
network	O
of	O
membrane	O
structures	O
with	O
typical	O
features	O
of	O
BG	O
.	O
	
Langerin	O
is	O
thus	O
a	O
potent	O
inducer	O
of	O
membrane	O
superimposition	O
and	O
zippering	O
leading	O
to	O
BG	O
formation	O
.	O
	
Our	O
data	O
suggest	O
that	O
induction	O
of	O
BG	O
is	O
a	O
consequence	O
of	O
the	O
antigen	O
-	O
capture	O
function	O
of	O
Langerin	O
","	O
allowing	O
routing	O
into	O
these	O
organelles	O
and	O
providing	O
access	O
to	O
a	O
nonclassical	O
antigen	O
-	O
processing	O
pathway	O
.	O
	
	
Founder	O
mutations	O
in	O
the	O
BRCA1	O
gene	O
in	O
Polish	O
families	O
with	O
breast	B-Disease
-	I-Disease
ovarian	I-Disease
cancer	I-Disease
.	O
	
We	O
have	O
undertaken	O
a	O
hospital	O
-	O
based	O
study	O
","	O
to	O
identify	O
possible	O
BRCA1	O
and	O
BRCA2	O
founder	O
mutations	O
in	O
the	O
Polish	O
population	O
.	O
	
The	O
study	O
group	O
consisted	O
of	O
66	O
Polish	O
families	O
with	O
cancer	B-Disease
who	O
have	O
at	O
least	O
three	O
related	O
females	O
affected	O
with	O
breast	B-Disease
or	I-Disease
ovarian	I-Disease
cancer	I-Disease
and	O
who	O
had	O
cancer	B-Disease
diagnosed	O
","	O
in	O
at	O
least	O
one	O
of	O
the	O
three	O
affected	O
females	O
","	O
at	O
age	O
<	O
50	O
years	O
.	O
	
A	O
total	O
of	O
26	O
families	O
had	O
both	O
breast	B-Disease
and	I-Disease
ovarian	I-Disease
cancers	I-Disease
","	O
4	O
families	O
had	O
ovarian	B-Disease
cancers	I-Disease
only	O
","	O
and	O
36	O
families	O
had	O
breast	B-Disease
cancers	I-Disease
only	O
.	O
	
Genomic	O
DNA	O
was	O
prepared	O
from	O
the	O
peripheral	O
blood	O
leukocytes	O
of	O
at	O
least	O
one	O
affected	O
woman	O
from	O
each	O
family	O
.	O
	
The	O
entire	O
coding	O
region	O
of	O
BRCA1	O
and	O
BRCA2	O
was	O
screened	O
for	O
the	O
presence	O
of	O
germline	O
mutations	O
","	O
by	O
use	O
of	O
SSCP	O
followed	O
by	O
direct	O
sequencing	O
of	O
observed	O
variants	O
.	O
	
Mutations	O
were	O
found	O
in	O
35	O
(	O
53	O
%)	O
of	O
the	O
66	O
families	O
studied	O
.	O
	
All	O
but	O
one	O
of	O
the	O
mutations	O
were	O
detected	O
within	O
the	O
BRCA1	O
gene	O
.	O
	
BRCA1	B-Disease
abnormalities	I-Disease
were	O
identified	O
in	O
all	O
four	O
families	O
with	O
ovarian	B-Disease
cancer	I-Disease
only	O
","	O
in	O
67	O
%	O
of	O
27	O
families	O
with	O
both	O
breast	B-Disease
and	I-Disease
ovarian	I-Disease
cancer	I-Disease
","	O
and	O
in	O
34	O
%	O
of	O
35	O
families	O
with	O
breast	B-Disease
cancer	I-Disease
only	O
.	O
	
The	O
single	O
family	O
with	O
a	O
BRCA2	O
mutation	O
had	O
the	O
breast	B-Disease
-	I-Disease
ovarian	I-Disease
cancer	I-Disease
syndrome	I-Disease
.	O
	
Seven	O
distinct	O
mutations	O
were	O
identified	O
";"	O
five	O
of	O
these	O
occurred	O
in	O
two	O
or	O
more	O
families	O
.	O
	
In	O
total	O
","	O
recurrent	O
mutations	O
were	O
found	O
in	O
33	O
(	O
94	O
%)	O
of	O
the	O
35	O
families	O
with	O
detected	O
mutations	O
.	O
	
Three	O
BRCA1	B-Disease
abnormalities	I-Disease
-	O
5382insC	O
","	O
C61G	O
","	O
and	O
4153delA	O
-	O
accounted	O
for	O
51	O
%","	O
20	O
%","	O
and	O
11	O
%	O
of	O
the	O
identified	O
mutations	O
","	O
respectively	O
..	O
	
	
Apomorphine	B-Chemical
:	O
an	O
underutilized	O
therapy	O
for	O
Parkinson	B-Disease
'	I-Disease
s	I-Disease
disease	I-Disease
.	O
	
Apomorphine	B-Chemical
was	O
the	O
first	O
dopaminergic	B-Chemical
drug	I-Chemical
ever	O
used	O
to	O
treat	O
symptoms	O
of	O
Parkinson	B-Disease
'	I-Disease
s	I-Disease
disease	I-Disease
.	O
	
While	O
powerful	O
antiparkinsonian	O
effects	O
had	O
been	O
observed	O
as	O
early	O
as	O
1951	O
","	O
the	O
potential	O
of	O
treating	O
fluctuating	O
Parkinson	B-Disease
'	I-Disease
s	I-Disease
disease	I-Disease
by	O
subcutaneous	O
administration	O
of	O
apomorphine	B-Chemical
has	O
only	O
recently	O
become	O
the	O
subject	O
of	O
systematic	O
study	O
.	O
	
A	O
number	O
of	O
small	O
scale	O
clinical	O
trials	O
have	O
unequivocally	O
shown	O
that	O
intermittent	O
subcutaneous	O
apomorphine	B-Chemical
injections	O
produce	O
antiparkinsonian	O
benefit	O
close	O
if	O
not	O
identical	O
to	O
that	O
seen	O
with	O
levodopa	B-Chemical
and	O
that	O
apomorphine	B-Chemical
rescue	O
injections	O
can	O
reliably	O
revert	O
off	O
-	O
periods	O
even	O
in	O
patients	O
with	O
complex	O
on	O
-	O
off	O
motor	O
swings	O
.	O
	
Continuous	O
subcutaneous	O
apomorphine	B-Chemical
infusions	O
can	O
reduce	O
daily	O
off	O
-	O
time	O
by	O
more	O
than	O
50	O
%	O
in	O
this	O
group	O
of	O
patients	O
","	O
which	O
appears	O
to	O
be	O
a	O
stronger	O
effect	O
than	O
that	O
generally	O
seen	O
with	O
add	O
-	O
on	O
therapy	O
with	O
oral	O
dopamine	B-Chemical
agonists	I-Chemical
or	O
COMT	B-Chemical
inhibitors	I-Chemical
.	O
	
Extended	O
follow	O
-	O
up	O
studies	O
of	O
up	O
to	O
8	O
years	O
have	O
demonstrated	O
long	O
-	O
term	O
persistence	O
of	O
apomorphine	B-Chemical
efficacy	O
.	O
	
In	O
addition	O
","	O
there	O
is	O
convincing	O
clinical	O
evidence	O
that	O
monotherapy	O
with	O
continuous	O
subcutaneous	O
apomorphine	B-Chemical
infusions	O
is	O
associated	O
with	O
marked	O
reductions	O
of	O
preexisting	O
levodopa	B-Chemical
-	O
induced	O
dyskinesias	B-Disease
.	O
	
The	O
main	O
side	O
effects	O
of	O
subcutaneous	O
apomorphine	B-Chemical
treatment	O
are	O
related	O
to	O
cutaneous	O
tolerability	O
problems	O
","	O
whereas	O
sedation	O
and	O
psychiatric	B-Disease
complications	I-Disease
play	O
a	O
lesser	O
role	O
.	O
	
Given	O
the	O
marked	O
degree	O
of	O
efficacy	O
of	O
subcutaneous	O
apomorphine	B-Chemical
treatment	O
in	O
fluctuating	O
Parkinson	B-Disease
'	I-Disease
s	I-Disease
disease	I-Disease
","	O
this	O
approach	O
seems	O
to	O
deserve	O
more	O
widespread	O
clinical	O
use	O
.	O
	
	
Rab6c	O
","	O
a	O
new	O
member	O
of	O
the	O
rab	O
gene	O
family	O
","	O
is	O
involved	O
in	O
drug	O
resistance	O
in	O
MCF7	O
/	O
AdrR	O
cells	O
.	O
	
A	O
new	O
Rab6	O
homolog	O
cDNA	O
","	O
Rab6c	O
","	O
was	O
discovered	O
by	O
a	O
hypermethylated	O
DNA	O
fragment	O
probe	O
that	O
was	O
isolated	O
from	O
a	O
human	O
multidrug	O
resistant	O
(	O
MDR	O
)	O
breast	B-Disease
cancer	I-Disease
cell	O
line	O
","	O
MCF7	O
/	O
AdrR	O
","	O
by	O
the	O
methylation	O
sensitive	O
-	O
representational	O
difference	O
analysis	O
(	O
MS	O
-	O
RDA	O
)	O
technique	O
.	O
	
Rab6c	O
was	O
found	O
to	O
be	O
under	O
-	O
expressed	O
in	O
MCF7	O
/	O
AdrR	O
and	O
MES	O
-	O
SA	O
/	O
Dx5	O
(	O
a	O
human	O
MDR	O
uterine	B-Disease
sarcoma	I-Disease
cell	O
line	O
)	O
compared	O
with	O
their	O
non	O
-	O
MDR	O
parental	O
cell	O
lines	O
.	O
	
MCF7	O
/	O
AdrR	O
cells	O
expressing	O
the	O
exogenous	O
Rab6c	O
exhibited	O
less	O
resistance	O
to	O
several	O
anti	O
-	O
cancer	O
drugs	O
","	O
such	O
as	O
doxorubicin	B-Chemical
(	O
DOX	B-Chemical
)","	O
taxol	B-Chemical
","	O
vinblastine	B-Chemical
","	O
and	O
vincristine	B-Chemical
","	O
than	O
the	O
control	O
cells	O
containing	O
the	O
empty	O
vector	O
.	O
	
Flow	O
cytometry	O
experiments	O
confirmed	O
that	O
the	O
transfectants	O
'	O
diminished	O
resistance	O
to	O
DOX	B-Chemical
was	O
caused	O
by	O
increased	O
drug	O
accumulation	O
induced	O
by	O
the	O
exogenous	O
Rab6c	O
.	O
	
These	O
results	O
indicate	O
that	O
Rab6c	O
is	O
involved	O
in	O
drug	O
resistance	O
in	O
MCF7	O
/	O
AdrR	O
cells	O
.	O
	
	
End	B-Disease
-	I-Disease
stage	I-Disease
renal	I-Disease
disease	I-Disease
(	O
ESRD	B-Disease
)	O
after	O
orthotopic	O
liver	O
transplantation	O
(	O
OLTX	O
)	O
using	O
calcineurin	O
-	O
based	O
immunotherapy	O
:	O
risk	O
of	O
development	O
and	O
treatment	O
.	O
	
BACKGROUND	O
:	O
The	O
calcineurin	O
inhibitors	O
cyclosporine	B-Chemical
and	O
tacrolimus	B-Chemical
are	O
both	O
known	O
to	O
be	O
nephrotoxic	B-Disease
.	O
	
Their	O
use	O
in	O
orthotopic	O
liver	O
transplantation	O
135(	O
OLTX	O
)	O
has	O
dramatically	O
improved	O
success	O
rates	O
.	O
	
Recently	O
","	O
however	O
","	O
we	O
have	O
had	O
an	O
increase	O
of	O
patients	O
who	O
are	O
presenting	O
after	O
OLTX	O
with	O
end	B-Disease
-	I-Disease
stage	I-Disease
renal	I-Disease
disease	I-Disease
(	O
ESRD	B-Disease
).	O
	
This	O
retrospective	O
study	O
examines	O
the	O
incidence	O
and	O
treatment	O
of	O
ESRD	B-Disease
and	O
chronic	B-Disease
renal	I-Disease
failure	I-Disease
(	O
CRF	B-Disease
)	O
in	O
OLTX	O
patients	O
.	O
	
METHODS	O
:	O
Patients	O
receiving	O
an	O
OLTX	O
only	O
from	O
June	O
1985	O
through	O
December	O
of	O
1994	O
who	O
survived	O
6	O
months	O
postoperatively	O
were	O
studied	O
(	O
n	O
=	O
834	O
).	O
	
Our	O
prospectively	O
collected	O
database	O
was	O
the	O
source	O
of	O
information	O
.	O
	
Patients	O
were	O
divided	O
into	O
three	O
groups	O
:	O
Controls	O
","	O
no	O
CRF	B-Disease
or	O
ESRD	B-Disease
","	O
n	O
=	O
748	O
";"	O
CRF	B-Disease
","	O
sustained	O
serum	O
creatinine	B-Chemical
>	O
2	O
.	O
5	O
mg	O
/	O
dl	O
","	O
n	O
=	O
41	O
";"	O
and	O
ESRD	B-Disease
","	O
n	O
=	O
45	O
.	O
	
Groups	O
were	O
compared	O
for	O
preoperative	O
laboratory	O
variables	O
","	O
diagnosis	O
","	O
postoperative	O
variables	O
","	O
survival	O
","	O
type	O
of	O
ESRD	B-Disease
therapy	O
","	O
and	O
survival	O
from	O
onset	O
of	O
ESRD	B-Disease
.	O
	
RESULTS	O
:	O
At	O
13	O
years	O
after	O
OLTX	O
","	O
the	O
incidence	O
of	O
severe	O
renal	B-Disease
dysfunction	I-Disease
was	O
18	O
.	O
1	O
%	O
(	O
CRF	B-Disease
8	O
.	O
6	O
%	O
and	O
ESRD	B-Disease
9	O
.	O
5	O
%).	O
	
Compared	O
with	O
control	O
patients	O
","	O
CRF	B-Disease
and	O
ESRD	B-Disease
patients	O
had	O
higher	O
preoperative	O
serum	O
creatinine	B-Chemical
levels	O
","	O
a	O
greater	O
percentage	O
of	O
patients	O
with	O
hepatorenal	B-Disease
syndrome	I-Disease
","	O
higher	O
percentage	O
requirement	O
for	O
dialysis	O
in	O
the	O
first	O
3	O
months	O
postoperatively	O
","	O
and	O
a	O
higher	O
1	O
-	O
year	O
serum	O
creatinine	B-Chemical
.	O
	
Multivariate	O
stepwise	O
logistic	O
regression	O
analysis	O
using	O
preoperative	O
and	O
postoperative	O
variables	O
identified	O
that	O
an	O
increase	O
of	O
serum	O
creatinine	B-Chemical
compared	O
with	O
average	O
at	O
1	O
year	O
","	O
3	O
months	O
","	O
and	O
4	O
weeks	O
postoperatively	O
were	O
independent	O
risk	O
factors	O
for	O
the	O
development	O
of	O
CRF	B-Disease
or	O
ESRD	B-Disease
with	O
odds	O
ratios	O
of	O
2	O
.	O
6	O
","	O
2	O
.	O
2	O
","	O
and	O
1	O
.	O
6	O
","	O
respectively	O
.	O
	
Overall	O
survival	O
from	O
the	O
time	O
of	O
OLTX	O
was	O
not	O
significantly	O
different	O
among	O
groups	O
","	O
but	O
by	O
year	O
13	O
","	O
the	O
survival	O
of	O
the	O
patients	O
who	O
had	O
ESRD	B-Disease
was	O
only	O
28	O
.	O
2	O
%	O
compared	O
with	O
54	O
.	O
6	O
%	O
in	O
the	O
control	O
group	O
.	O
	
Patients	O
developing	O
ESRD	B-Disease
had	O
a	O
6	O
-	O
year	O
survival	O
after	O
onset	O
of	O
ESRD	B-Disease
of	O
27	O
%	O
for	O
the	O
patients	O
receiving	O
hemodialysis	O
versus	O
71	O
.	O
4	O
%	O
for	O
the	O
patients	O
developing	O
ESRD	B-Disease
who	O
subsequently	O
received	O
kidney	O
transplants	O
.	O
	
CONCLUSIONS	O
:	O
Patients	O
who	O
are	O
more	O
than	O
10	O
years	O
post	O
-	O
OLTX	O
have	O
CRF	B-Disease
and	O
ESRD	B-Disease
at	O
a	O
high	O
rate	O
.	O
	
The	O
development	O
of	O
ESRD	B-Disease
decreases	O
survival	O
","	O
particularly	O
in	O
those	O
patients	O
treated	O
with	O
dialysis	O
only	O
.	O
	
Patients	O
who	O
develop	O
ESRD	B-Disease
have	O
a	O
higher	O
preoperative	O
and	O
1	O
-	O
year	O
serum	O
creatinine	B-Chemical
and	O
are	O
more	O
likely	O
to	O
have	O
hepatorenal	B-Disease
syndrome	I-Disease
.	O
	
However	O
","	O
an	O
increase	O
of	O
serum	O
creatinine	B-Chemical
at	O
various	O
times	O
postoperatively	O
is	O
more	O
predictive	O
of	O
the	O
development	O
of	O
CRF	B-Disease
or	O
ESRD	B-Disease
.	O
	
New	O
strategies	O
for	O
long	O
-	O
term	O
immunosuppression	O
may	O
be	O
needed	O
to	O
decrease	O
this	O
complication	O
.	O
	
	
D90A	O
-	O
SOD1	O
mediated	O
amyotrophic	B-Disease
lateral	I-Disease
sclerosis	I-Disease
:	O
a	O
single	O
founder	O
for	O
all	O
cases	O
with	O
evidence	O
for	O
a	O
Cis	O
-	O
acting	O
disease	O
modifier	O
in	O
the	O
recessive	O
haplotype	O
.	O
	
More	O
than	O
100	O
different	O
heterozygous	O
mutations	O
in	O
copper	O
/	O
zinc	O
superoxide	O
dismutase	O
(	O
SOD1	O
)	O
have	O
been	O
found	O
in	O
patients	O
with	O
amyotrophic	B-Disease
lateral	I-Disease
sclerosis	I-Disease
(	O
ALS	B-Disease
)","	O
a	O
fatal	O
neurodegenerative	B-Disease
disease	I-Disease
.	O
	
Uniquely	O
","	O
D90A	O
-	O
SOD1	O
has	O
been	O
identified	O
in	O
recessive	O
","	O
dominant	O
and	O
apparently	O
sporadic	O
pedigrees	O
.	O
	
The	O
phenotype	O
of	O
homozygotes	O
is	O
stereotyped	O
with	O
an	O
extended	O
survival	O
","	O
whereas	O
that	O
of	O
affected	O
heterozygotes	O
varies	O
.	O
	
The	O
frequency	O
of	O
D90A	O
-	O
SOD1	O
is	O
50	O
times	O
higher	O
in	O
Scandinavia	O
(	O
2	O
.	O
5	O
%)	O
than	O
elsewhere	O
","	O
though	O
ALS	B-Disease
prevalence	O
is	O
not	O
raised	O
there	O
.	O
	
Our	O
earlier	O
study	O
indicated	O
separate	O
founders	O
for	O
recessive	O
and	O
dominant	O
/	O
sporadic	O
ALS	B-Disease
and	O
we	O
proposed	O
a	O
disease	O
-	O
modifying	O
factor	O
linked	O
to	O
the	O
recessive	O
mutation	O
.	O
	
Here	O
we	O
have	O
doubled	O
our	O
sample	O
set	O
and	O
employed	O
novel	O
markers	O
to	O
characterise	O
the	O
mutation	O
'	O
s	O
origin	O
and	O
localise	O
any	O
modifying	O
factor	O
.	O
	
Linkage	O
disequilibrium	O
analysis	O
indicates	O
that	O
D90A	O
homozygotes	O
and	O
heterozygotes	O
share	O
a	O
rare	O
haplotype	O
and	O
are	O
all	O
descended	O
from	O
a	O
single	O
ancient	O
founder	O
(	O
alpha	O
0	O
.	O
974	O
)	O
c	O
.	O
895	O
generations	O
ago	O
.	O
	
Homozygotes	O
arose	O
subsequently	O
only	O
c	O
.	O
63	O
generations	O
ago	O
(	O
alpha	O
0	O
.	O
878	O
).	O
	
Recombination	O
has	O
reduced	O
the	O
region	O
shared	O
by	O
recessive	O
kindreds	O
to	O
97	O
-	O
265	O
kb	O
around	O
SOD1	O
","	O
excluding	O
all	O
neighbouring	O
genes	O
.	O
	
We	O
propose	O
that	O
a	O
cis	O
-	O
acting	O
regulatory	O
polymorphism	O
has	O
arisen	O
close	O
to	O
D90A	O
-	O
SOD1	O
in	O
the	O
recessive	O
founder	O
","	O
which	O
decreases	O
ALS	B-Disease
susceptibility	O
in	O
heterozygotes	O
and	O
slows	O
disease	O
progression	O
.	O
	
	
Late	O
-	O
onset	O
metachromatic	B-Disease
leukodystrophy	I-Disease
:	O
molecular	O
pathology	O
in	O
two	O
siblings	O
.	O
	
We	O
report	O
on	O
a	O
new	O
allele	O
at	O
the	O
arylsulfatase	O
A	O
(	O
ARSA	O
)	O
locus	O
causing	O
late	O
-	O
onset	O
metachromatic	B-Disease
leukodystrophy	I-Disease
(	O
MLD	B-Disease
).	O
	
In	O
that	O
allele	O
arginine84	O
","	O
a	O
residue	O
that	O
is	O
highly	O
conserved	O
in	O
the	O
arylsulfatase	O
gene	O
family	O
","	O
is	O
replaced	O
by	O
glutamine	O
.	O
	
In	O
contrast	O
to	O
alleles	O
that	O
cause	O
early	O
-	O
onset	O
MLD	B-Disease
","	O
the	O
arginine84	O
to	O
glutamine	O
substitution	O
is	O
associated	O
with	O
some	O
residual	O
ARSA	O
activity	O
.	O
	
A	O
comparison	O
of	O
genotypes	O
","	O
ARSA	O
activities	O
","	O
and	O
clinical	O
data	O
on	O
4	O
individuals	O
carrying	O
the	O
allele	O
of	O
81	O
patients	O
with	O
MLD	B-Disease
examined	O
","	O
further	O
validates	O
the	O
concept	O
that	O
different	O
degrees	O
of	O
residual	O
ARSA	O
activity	O
are	O
the	O
basis	O
of	O
phenotypical	O
variation	O
in	O
MLD	B-Disease
..	O
	
	
Low	O
frequency	O
of	O
deafness	B-Disease
-	O
associated	O
GJB2	O
variants	O
in	O
Kenya	O
and	O
Sudan	O
and	O
novel	O
GJB2	O
variants	O
.	O
	
A	O
large	O
proportion	O
of	O
non	B-Disease
-	I-Disease
syndromic	I-Disease
autosomal	I-Disease
recessive	I-Disease
deafness	I-Disease
(	O
NSARD	B-Disease
)	O
in	O
many	O
populations	O
is	O
caused	O
by	O
variants	O
of	O
the	O
GJB2	O
gene	O
.	O
	
Here	O
","	O
the	O
frequency	O
of	O
GJB2	O
variants	O
was	O
studied	O
in	O
406	O
and	O
183	O
apparently	O
unrelated	O
children	O
from	O
Kenya	O
and	O
Sudan	O
","	O
respectively	O
","	O
with	O
mostly	O
severe	O
to	O
profound	O
non	B-Disease
-	I-Disease
syndromic	I-Disease
deafness	I-Disease
.	O
	
Nine	O
(	O
2	O
.	O
2	O
%)	O
Kenyan	O
and	O
12	O
(	O
6	O
.	O
6	O
%)	O
of	O
the	O
Sudanese	O
children	O
only	O
were	O
carriers	O
of	O
variants	O
within	O
the	O
coding	O
sequence	O
of	O
the	O
GJB2	O
gene	O
.	O
	
Variants	O
in	O
the	O
5	O
'-	O
adjacent	O
region	O
were	O
detected	O
in	O
further	O
115	O
individuals	O
.	O
	
A	O
total	O
of	O
10	O
novel	O
variants	O
was	O
recognized	O
","	O
among	O
them	O
four	O
variants	O
in	O
the	O
adjacent	O
5	O
'-	O
region	O
of	O
the	O
GJB2	O
coding	O
exon	O
2	O
(	O
g	O
.	O
3318	O
-	O
6T	O
>	O
A	O
","	O
g	O
.	O
3318	O
-	O
15C	O
>	O
T	O
","	O
g	O
.	O
3318	O
-	O
34C	O
>	O
T	O
","	O
g	O
.	O
3318	O
-	O
35T	O
>	O
G	O
)","	O
a	O
6	O
base	O
-	O
pair	O
deletion	O
(	O
g	O
.	O
3455_3460del	O
[	O
p	O
.	O
Asp46_Gln48delinsGlu	O
])","	O
a	O
variant	O
leading	O
to	O
a	O
stop	O
codon	O
(	O
g	O
.	O
3512C	O
>	O
A	O
[	O
p	O
.	O
Tyr65X	O
])","	O
synonymous	O
variants	O
(	O
g	O
.	O
3395C	O
>	O
T	O
[	O
p	O
.	O
Thr26	O
]","	O
g	O
.	O
3503C	O
>	O
T	O
[	O
p	O
.	O
Asn62	O
]","	O
g	O
.	O
3627A	O
>	O
C	O
[	O
p	O
.	O
Arg104	O
])","	O
and	O
one	O
non	O
-	O
synonymous	O
variant	O
(	O
g	O
.	O
3816C	O
>	O
A	O
[	O
p	O
.	O
Val167Met	O
]).	O
	
In	O
addition	O
","	O
the	O
previously	O
described	O
variants	O
g	O
.	O
3352delG	O
(	O
commonly	O
designated	O
30delG	O
or	O
35	O
delG	O
)","	O
g	O
.	O
3426G	O
>	O
A	O
[	O
p	O
.	O
Val37Ile	O
]","	O
g	O
.	O
3697G	O
>	O
A	O
[	O
p	O
.	O
Arg127His	O
]","	O
g	O
.	O
3774G	O
>	O
A	O
[	O
p	O
.	O
Val153Ile	O
]","	O
and	O
g	O
.	O
3795G	O
>	O
A	O
[	O
p	O
.	O
Gly160Ser	O
]	O
were	O
identified	O
.	O
	
With	O
the	O
exception	O
of	O
g	O
.	O
3318	O
-	O
34C	O
>	O
T	O
and	O
g	O
.	O
3352delG	O
","	O
all	O
variants	O
occurred	O
heterozygously	O
.	O
	
For	O
most	O
of	O
the	O
variants	O
identified	O
in	O
the	O
Kenyan	O
and	O
Sudanese	O
study	O
population	O
","	O
a	O
causative	O
association	O
with	O
NSARD	B-Disease
appears	O
to	O
be	O
unlikely	O
.	O
	
Compared	O
to	O
many	O
other	O
ethnic	O
groups	O
","	O
deafness	B-Disease
-	O
associated	O
variants	O
of	O
the	O
coding	O
region	O
of	O
GJB2	O
are	O
rare	O
in	O
Sudan	O
and	O
Kenya	O
","	O
suggesting	O
a	O
role	O
of	O
other	O
genetic	O
","	O
or	O
epigenetic	O
factors	O
as	O
a	O
cause	O
for	O
deafness	B-Disease
in	O
these	O
countries	O
.	O
	
	
Mutations	O
in	O
the	O
PCSK9	O
gene	O
in	O
Norwegian	O
subjects	O
with	O
autosomal	B-Disease
dominant	I-Disease
hypercholesterolemia	I-Disease
.	O
	
Proprotein	O
convertase	O
subtilisin	O
/	O
kexin	O
type	O
9	O
(	O
PCSK9	O
)	O
is	O
at	O
a	O
locus	O
for	O
autosomal	B-Disease
dominant	I-Disease
hypercholesterolemia	I-Disease
","	O
and	O
recent	O
data	O
indicate	O
that	O
the	O
PCSK9	O
gene	O
is	O
involved	O
in	O
